114761.9900359072,84173.3800804345,0.0
114814.6366178314,84197.7955104848,0.0
114777.2556840684,84147.6359440051,0.0
114804.3491100480,84094.2294940474,0.0
114829.9764620680,84131.5197379915,0.0
114913.4814063624,84155.5710364012,0.0
114915.4256413964,84054.3216164671,0.0
114795.4273970819,84038.3099250747,0.0
114663.1686454930,84098.4066533214,0.0
114895.5267206219,84104.5293108644,0.0
115006.7681988559,84099.8767385706,0.0
114863.4935007765,83994.6907594912,0.0
114688.4428583073,84182.3842109283,0.0
114883.4736002666,84234.4001238039,0.0
