59.85401535,30.38998222,0.0
59.85396194,30.3878479,0.0
59.85277176,30.37779617,0.0
59.85144424,30.37046814,0.0
59.8276062,30.38608551,0.0
59.82667923,30.38728905,0.0
59.8246994,30.40294456,0.0
59.82518768,30.40512657,0.0
59.82681274,30.41500282,0.0
59.82730865,30.41713333,0.0
59.82901382,30.4259758,0.0
59.85380554,30.36702919,0.0
59.85425568,30.36855125,0.0
59.85504532,30.36802864,0.0
59.85473251,30.36599922,0.0
59.83118439,30.40439415,0.0
59.83242035,30.40280342,0.0
59.83291245,30.40263557,0.0
59.83395386,30.4011898,0.0
59.84602356,30.38933563,0.0
59.84698868,30.38803482,0.0
59.85039902,30.38508797,0.0
59.85130692,30.38393593,0.0
59.85792923,30.37839508,0.0
59.85896683,30.37727547,0.0
59.87141037,30.36814117,0.0
59.87330246,30.3663826,0.0
59.84830475,30.41403198,0.0
59.84942245,30.41267776,0.0
59.83000565,30.42134094,0.0
59.82957458,30.42336273,0.0
59.90548325,30.36445999,0.0
59.90676498,30.36339188,0.0
59.90105438,30.36425781,0.0
59.89022827,30.35494423,0.0
59.88922119,30.35505295,0.0
59.88756561,30.35514259,0.0
59.88632202,30.35566139,0.0
59.84703827,30.45395279,0.0
59.84696198,30.4513855,0.0
59.83478165,30.41054344,0.0
59.83584595,30.40917778,0.0
59.83976364,30.40546036,0.0
59.84369278,30.40148735,0.0
59.954648,29.937312,0.0
59.84503555,30.39986229,0.0
59.84540558,30.39974785,0.0
59.84678268,30.39809608,0.0
59.84708786,30.39803696,0.0
59.84808731,30.39677048,0.0
59.84965897,30.39542198,0.0
59.84555817,30.3963604,0.0
59.83047867,30.39528275,0.0
59.90005875,30.33801842,0.0
59.90001678,30.33823204,0.0
59.89883423,30.33751297,0.0
59.83807373,30.41997719,0.0
59.83815765,30.41989517,0.0
59.83086777,30.41001129,0.0
59.83021164,30.40806961,0.0
59.82813263,30.39416313,0.0
59.82817459,30.39209557,0.0
59.84319687,30.39616966,0.0
59.954648,29.937312,0.0
59.87270355,30.39089584,0.0
59.87340546,30.3897171,0.0
59.90675735,30.34887505,0.0
59.85630035,30.37912369,0.0
59.86990738,30.40865707,0.0
59.86986542,30.40855026,0.0
59.87331009,30.40363312,0.0
60.01165771,30.42943764,0.0
60.01170349,30.42930031,0.0
59.87639999,30.39882469,0.0
59.8732605,30.40349388,0.0
59.87588882,30.40119553,0.0
59.87276459,30.40564346,0.0
59.87281418,30.40577126,0.0
59.86925888,30.41083527,0.0
59.86932373,30.41096687,0.0
59.88626099,30.35946083,0.0
59.88724518,30.35845947,0.0
59.88899231,30.35727501,0.0
59.90809631,30.35097313,0.0
59.86842728,30.37927437,0.0
59.86814117,30.38491249,0.0
59.86698532,30.40784073,0.0
59.86684036,30.41082191,0.0
59.86733627,30.37648582,0.0
59.86719513,30.37913322,0.0
59.866539,30.39214516,0.0
59.86681366,30.40407181,0.0
59.86658096,30.40877151,0.0
59.86735535,30.36839104,0.0
59.86700058,30.36668396,0.0
59.83514404,30.40850449,0.0
59.83380127,30.40294838,0.0
60.00936127,30.42669678,0.0
59.85588074,30.39851189,0.0
59.8567543,30.40118408,0.0
59.85754013,30.40312004,0.0
59.85897446,30.4076252,0.0
59.8603363,30.40987396,0.0
59.86114502,30.41095924,0.0
59.86180115,30.41225624,0.0
59.86272812,30.4137001,0.0
59.90841675,30.34267235,0.0
59.91015244,30.33998871,0.0
60.02825165,30.40421867,0.0
60.02957153,30.40503502,0.0
60.03905106,30.41300392,0.0
60.04064941,30.41401482,0.0
60.05840302,30.3073101,0.0
60.05784225,30.31126022,0.0
60.0585289,30.3073101,0.0
60.05774307,30.31116867,0.0
60.03293228,30.42476845,0.0
59.97240829,30.39354324,0.0
59.9706955,30.39179611,0.0
60.01745987,30.41546249,0.0
60.01638031,30.41468239,0.0
60.03156662,30.3465786,0.0
60.03186798,30.35815048,0.0
60.03199387,30.35813141,0.0
60.03216934,30.36179733,0.0
60.03229141,30.3617897,0.0
